mol_id,title,num_confs,has_sites,b_lp_Chiralities_Consistent,i_epik_Tot_Q,i_epik_Tot_abs_Q,i_f3d_flags,i_lp_mmshare_version,i_m_ct_format,i_m_source_file_index,i_mol_phasedb_index,r_epik_Charging_Adjusted_Penalty,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_f3d_energy,r_f3d_relative_energy,r_lp_Energy,r_lp_tautomer_probability,s_epik_Chemistry_Notes,s_epik_cmdline,s_epik_input,s_lp_Force_Field,s_lp_Variant,s_lp_label,s_m_source_file,s_phase_Unique_SMILES,s_phase_variant,s_st_Chirality_1,s_st_Chirality_2,s_st_Chirality_3,s_st_Chirality_4,s_st_Chirality_5,s_st_Chirality_6,s_st_EZ_1
25116,Z1176831983,10,1,1,0,0,0,57141,2,88,25116,0.00776124609530346,0.0078,0,0.0078,0.0078,24.51781,0,3.457345,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFuW2NIXVtjSF1bY0hdYzFbQ0BIXShbTkhdUyg9TykoPU8pW0NIM10pYzJbY0hdW2NIXWMoRilbY0hdW2NIXTI=,OPLS_2005,Z1176831983-2,88_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,c1ncccc1[C@@H](NS(=O)(=O)C)c2ccc(F)cc2,Z1176831983-1,6_S_5_14_7_24,NULL,NULL,NULL,NULL,NULL,NULL
25117,Z1601486447,10,1,1,1,1,0,57141,2,89,25117,0.226410973432443,0.1132,0.1132,0,0.1132,40.16471000000001,0,31.803754,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1DKD1PKWMxW2NIXVtjSF1bY0hdYyhbY0hdMSlbQ0gyXVtOSF1bQ0BIXTJbQ0gyXVtDSDJdT1tDQEBIXTJjM1tjSF1bY0hdYyhGKWMoRilbY0hdMw==,OPLS_2005,Z1601486447-1,89_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,NC(=O)c1cc(ccc1)C[NH2+][C@@H]2[C@H](OCC2)c3cc(F)c(F)cc3,Z1601486447-1,11_S_10_15_12_33,15_R_14_11_16_38,NULL,NULL,NULL,NULL,NULL
25118,Z1601486447,10,1,1,0,0,0,57141,2,89,25118,1.03633812265121,1.0363,0,1.0363,1.0363,34.46616,0,31.26264,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1DKD1PKWMxW2NIXVtjSF1bY0hdYyhbY0hdMSlbQ0gyXVtOSF1bQ0BIXTJbQ0gyXVtDSDJdT1tDQEBIXTJjM1tjSF1bY0hdYyhGKWMoRilbY0hdMw==,OPLS_2005,Z1601486447-8,89_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_4,phasedb_3-LIGPREP-006-in.maegz,NC(=O)c1cc(ccc1)CN[C@H]2[C@@H](OCC2)c3cc(F)c(F)cc3,Z1601486447-2,11_R_10_15_12_33,15_S_14_11_16_38,NULL,NULL,NULL,NULL,NULL
25119,Z1139543420,10,1,1,1,1,0,57141,2,90,25119,0.007434488383435,0.0038,0.0037,0.0001,0.0037,1104.16434,0,20.193956,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1ubihbY0hdMSlbQ0gyXVtDSF0yW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTIpW0NIMl1bQ0BIXShbT0hdKVtDSDJdT1tDSDJdYzNbY0hdW2NIXVtjSF1zMw==,OPLS_2005,Z1139543420-2,90_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,s1cccc1COC[C@H](O)C[N@H+](CC2)CC[C@@H]2Cn(c3)ncc3C,Z1139543420-1,7_ANR_6_8_23_31,10_ANS_9_11_22_52,12_R_13_14_11_38,NULL,NULL,NULL,NULL
25120,Z1139329305,10,1,1,0,0,0,57141,2,91,25120,0.0137084756585717,0.0146,0,0.0146,0.0137,1225.79041,0,43.965057,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11uMW5jKFtDSDNdKWMoYzFPW0NIM10pW0NASF0yW0NIMl1bQ0gyXVtDSDJdTjJDKD1PKWMzW2NIXVtjSF1bY0hdbmMzTihbQ0gzXSlbQ0gzXQ==,OPLS_2005,Z1139329305-1,91_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccnc(N(C)C)c1C(=O)N2CCC[C@@H]2c(c3C)c(n(n3)C)OC,Z1139329305-1,5_R_9_4_6_29,NULL,NULL,NULL,NULL,NULL,NULL
25121,Z109330646,10,1,1,0,0,0,57141,2,92,25121,0,0.0001,0,0.0001,-0,43.05903,0,36.921476,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilzYyhuMilbQ0BIXTNbQ0gyXVtDSDJdW0NIMl1OM0MoPU8pW0NIMl1uNG5uYyhuNClbQ0gyXU9jNVtjSF1bY0hdW2NIXVtjSF1bY0hdNQ==,OPLS_2005,Z109330646-1,92_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1cccc(c12)sc(n2)[C@H]3CCCN3C(=O)Cn(n4)nnc4COc5ccccc5,Z109330646-1,21_R_17_22_20_46,NULL,NULL,NULL,NULL,NULL,NULL
25122,Z1170092017,10,1,1,0,0,0,57141,2,93,25122,0,0,0,0,-0,31.56211,0,31.400947,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKU4xW0NIMl1bQ0BASF0oW0NIMl1DMT1PKWMybmMobm8yKVtDSDJdQyg9TylbTkhdYzNbY0hdW2NIXVtjSF1bY0hdW2NIXTM=,OPLS_2005,Z1170092017-1,93_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccccc1NC(=O)Cc2nc(on2)[C@H](CC3=O)CN3C(C)C,Z1170092017-1,6_R_7_5_22_34,NULL,NULL,NULL,NULL,NULL,NULL
25123,Z1038178420,10,1,1,0,0,0,57141,2,94,25123,0.258747566024127,0.2821,0,0.2821,0.2587,45.67270000000001,0,24.176081,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdW2NIXVtjSF1jMUMyKFtDSDJdW0NIMl0yKUMoPU8pW05IXWMzW2NIXVtjSF1bY0hdYyhbY0hdMylbTkhdUyg9TykoPU8pW05IMl0=,OPLS_2005,Z1038178420-1,94_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1cccc(c1C)C2(CC2)C(=O)Nc3cc(ccc3)NS(=O)(=O)N,Z1038178420-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25124,Z1038178420,10,1,1,-1,1,0,57141,2,94,25124,1.23106390677501,0.6171,0.6155,0.0016,0.6155,50.73419000000001,0,26.311846,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdW2NIXVtjSF1jMUMyKFtDSDJdW0NIMl0yKUMoPU8pW05IXWMzW2NIXVtjSF1bY0hdYyhbY0hdMylbTkhdUyg9TykoPU8pW05IMl0=,OPLS_2005,Z1038178420-2,94_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1cccc(c1C)C2(CC2)C(=O)Nc(ccc3)cc3[N-]S(=O)(=O)N,Z1038178420-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25125,Z1170432811,10,1,1,1,1,0,57141,2,95,25125,0.0123544946322917,0.0147,0.0124,0.0023,-0,1346.04431,0,55.434942,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXVtDSF0xQyg9TylOMltDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0BASF0yW0NIXTNbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMylbQ0gyXWMoW2NIXVtjSF1bY0hdNCljKGM0NSluW2NIXVtjSF1bY0hdNQ==,OPLS_2005,Z1170432811-1,95_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,C1COCCC1C(=O)N2CCCCC[C@@H]2[C@H]3CC[N@@H+](CC3)Cc(ccc4)c(c45)nccc5,Z1170432811-1,15_R_9_16_14_52,16_ANR_15_17_32_53,19_ANS_18_20_31_70,NULL,NULL,NULL,NULL
25126,Z1432190381,10,1,1,0,0,0,57141,2,96,25126,0,0.0015,0,0.0015,-0,64.39145000000001,0,36.123353,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMW5zYyhuMSlOMltDSDJdW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTIpQyg9TylbQ0gyXU9bQ0gyXS9bQ0hdPVtDSF0vYzNbY0hdW2NIXVtjSF1bY0hdW2NIXTM=,OPLS_2005,Z1432190381-1,96_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,Cc1nc(sn1)N(CC2)CCCN2C(=O)COC/C=C/c3ccccc3,Z1432190381-1,NULL,NULL,NULL,NULL,NULL,NULL,15_16_17_18_E
25127,Z1151438657,10,1,1,0,0,0,57141,2,97,25127,1.30821123440573e-07,0,0,0,-0,53.72403000000001,0,46.412603,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,Tz1jMVtjSF1bY0hdYyhbY0hdbjFbQ0gzXSlDKD1PKVtOSF1jMltjSF1jKEYpW2NIXVtjSF1jMk9bQ0gyXVtDQEhdM1tDSDJdW0NIMl1bQ0gyXU8z,OPLS_2005,Z1151438657-2,97_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,Cn(c1)c(=O)ccc1C(=O)Nc2c(ccc(F)c2)OC[C@@H]3CCCO3,Z1151438657-1,17_S_21_16_18_36,NULL,NULL,NULL,NULL,NULL,NULL
25128,Z1175900382,10,1,1,0,0,0,57141,2,98,25128,0,0,0,0,-0,23.96857,0,35.066977,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFvW2NIXVtjSF1jMUMoPU8pTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0yYzNuYyhubzMpW0NIMl1jNFtjSF1bY0hdYyhGKVtjSF1bY0hdNA==,OPLS_2005,Z1175900382-1,98_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,n1occc1C(=O)N2CCC[C@@H]2c(on3)nc3Cc4ccc(F)cc4,Z1175900382-1,12_R_8_13_11_34,NULL,NULL,NULL,NULL,NULL,NULL
25129,Z1419596653,10,1,1,0,0,0,57141,2,99,25129,0,0.0008,0,0.0008,-0,24.81252,0,16.36601,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1bY0hdYzEtYyhuYzJbQ0gzXSluKG4yKVtDSDJdYzNbY0hdW2NIXWMoQyg9TylbTkgyXSlbY0hdW2NIXTM=,OPLS_2005,Z1419596653-1,99_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,NC(=O)c1ccc(cc1)Cn(n2)c(nc2C)-c3ccccn3,Z1419596653-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25130,Z1232322422,10,1,1,0,0,0,57141,2,100,25130,0,0,0,0,-0,49.99994,0,42.098388,1,"This compound contains an electron-poor aromatic ring that is susceptible to covalent hydrolysis at low pH, typically resulting in measured values for nitrogen ring protonation that are around two units higher than predicted values.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKWMxbltjSF1jKENsKWMobjEpQyg9TylOKFtDSDJdW0NAQEhdMjMpW0NIMl1bQ0BASF0oW0NAQEhdM1tPSF0pW0NIMl1bQ0gyXVtDSDJdMg==,OPLS_2005,Z1232322422-1,100_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,C1CC[C@@H]([C@H]([C@@H]12)O)CN(C2)C(=O)c3c(Cl)cnc(n3)C(C)C,Z1232322422-1,18_S_20_19_17_40,20_ANS_14_18_21_43,14_R_20_13_15_33,NULL,NULL,NULL,NULL
25131,Z1051948262,10,1,1,1,1,0,57141,2,101,25131,0.0504586482327137,0.0505,0.0505,0,-0,52.20353000000001,0,26.060143,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0BIXShbQ0gyXTEpT2MoYzEyKVtjSF1jKGMoW2NIXTIpT1tDSDNdKVtDSDJdW05IXVtDQEBIXShbQ0gyXVtDSDJdMylbQ0gyXW4oYzM0KW5jKG40KVtDSDNd,OPLS_2005,Z1051948262-4,101_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-006-in.maegz,C[C@@H](C1)Oc(c12)cc(c(c2)OC)C[NH2+][C@H](CC3)Cn(c34)nc(n4)C,Z1051948262-1,11_R_10_20_12_33,22_S_21_24_23_43,NULL,NULL,NULL,NULL,NULL
25132,Z1168189663,10,1,1,0,0,0,57141,2,102,25132,0.0142822517120951,0.015,0,0.015,0.0143,50.07687999999999,0,26.947721,0.999999583200174,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1bY0hdYzEtYyhuYzJbQ0gzXSluYyhjMltDSDNdKVtOSF1bQ0gyXWMzW2NIXVtjSF1jKFtjSF1bY0hdMylbQ0gyXW40W2NIXVtjSF1bY0hdW2NIXWM0PU8=,OPLS_2005,Z1168189663-1,102_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,n1ccccc1-c(nc(C)c2C)nc2NCc3ccc(cc3)Cn4ccccc4=O,Z1168189663-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25133,Z1401967968,10,1,1,0,0,0,57141,2,103,25133,0.00236839375911315,0.0024,0.0024,0,-0,97.79598,0,44.433085,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYyhbY0hdW2NIXTEpW2NIXWMoYzEyKU4oW0NIMl1bQ0gyXVtDSDJdW0NIMl0yKUMoPU8pW0NIMl1bQ0gyXWMzYyhbQ0gzXSlbbkhdYyg9TyljKEMjTiljM1tDSDNd,OPLS_2005,Z1401967968-1,103_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,N#Cc1c(C)c(c(C)[nH]c1=O)CCC(=O)N(CCCC2)c(c23)cc(cc3)OC,Z1401967968-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25134,Z1491923418,10,1,1,1,1,0,57141,2,104,25134,0.223602320855336,0.2236,0,0.2236,0.2236,37.01295,0,36.16709,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW5jKG4xMiluYyhbY0hdMilbQ0gyXU4oW0NIMl1bQ0gyXUMoPU8pW05IXTMpYyhjMzQpW2NIXVtjSF1jKEYpW2NIXTQ=,OPLS_2005,Z1491923418-1,104_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,Cc(n1)cc(C)n(c12)cc([nH+]2)CN3CCC(=O)Nc(c34)cc(F)cc4,Z1491923418-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25135,Z1491923418,10,1,1,0,0,0,57141,2,104,25135,1.37128308388311,0.6862,0.6856,0.0005999999999999999,0.6856,35.52306,0,24.569652,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW5jKG4xMiluYyhbY0hdMilbQ0gyXU4oW0NIMl1bQ0gyXUMoPU8pW05IXTMpYyhjMzQpW2NIXVtjSF1jKEYpW2NIXTQ=,OPLS_2005,Z1491923418-2,104_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,Cc(n1)cc(C)n(c12)cc(n2)CN3CCC(=O)Nc(c34)cc(F)cc4,Z1491923418-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25136,Z1429886229,10,1,1,0,0,0,57141,2,105,25136,0.410679838952604,0,0,0,0.4107,168.07323,0,19.03716,0.5,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W09IXVtDSDJdW0NIMl1DKFtDSDJdW0NIM10pKFtDSDJdW0NIM10pW0NIMl1bTkhdQyg9TylbQ0BASF0oW0NIMl1bQ0gyXVtDSDJdMSljKGMxMilbY0hdbltuSF0y,OPLS_2005,Z1429886229-1,105_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,OCCC(CC)(CC)CNC(=O)[C@H]1CCCc(c12)[nH]nc2,Z1429886229-1,13_S_11_21_14_41,NULL,NULL,NULL,NULL,NULL,NULL
25137,Z1429886229,10,1,1,0,0,0,57141,2,105,25137,0.410679838952604,0,0,0,0.4107,155.46886,0,17.891356,0.5,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W09IXVtDSDJdW0NIMl1DKFtDSDJdW0NIM10pKFtDSDJdW0NIM10pW0NIMl1bTkhdQyg9TylbQ0BASF0oW0NIMl1bQ0gyXVtDSDJdMSljKGMxMilbY0hdbltuSF0y,OPLS_2005,Z1429886229-4,105_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,OCCC(CC)(CC)CNC(=O)[C@@H]1CCCc(c12)n[nH]c2,Z1429886229-2,13_R_11_21_14_41,NULL,NULL,NULL,NULL,NULL,NULL
25138,Z1139452295,10,1,1,1,1,0,57141,2,106,25138,0.0188790586552723,0.0189,0.0189,0,-0,18.78532,0,1.17056,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1ubihbY0hdMSlbQ0gyXVtDSDJdW05IXVtDSDJdYzJbY0hdb2MobjIpLWMzW2NIXVtjSF1bY0hdczM=,OPLS_2005,Z1139452295-1,106_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,Cc1cnn(c1)CC[NH2+]Cc2coc(n2)-c3cccs3,Z1139452295-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25139,Z1139743967,10,1,1,1,1,0,57141,2,107,25139,0.08299079629713869,0.1089,0,0.1089,0.083,42.44804999999999,0,36.397898,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11uMVtjSF1bY0hdbmMxW0NIMl1OMltDSDJdW0NIMl1OKFtDSDJdW0NIMl0yKVtDSDJdYzNub2MobjMpLWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00,OPLS_2005,Z1139743967-1,107_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccccc1-c(on2)nc2CN3CCN(CC3)Cc4n(C)cc[nH+]4,Z1139743967-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25140,Z1091250560,10,1,1,0,0,0,57141,2,108,25140,0.07427837192280209,0.07439999999999999,0,0.07439999999999999,0.0743,39.77574000000001,0,21.125793,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFuW2NIXVtjSF1bY0hdYzFDKD1PKVtOSF1jMm5bY0hdW2NIXVtjSF1jMk9bQ0gyXWMzW2NIXVtjSF1uW2NIXVtjSF0z,OPLS_2005,Z1091250560-1,108_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ncccc1C(=O)Nc(nccc2)c2OCc3ccncc3,Z1091250560-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
